time (sec),Day fraction since midnight on,pH probe (pH)
787.9964515,0.652044006,6.258569241
788.9969462,0.652055586,6.257453919
789.996672,0.652067157,6.255077839
790.9963027,0.652078727,6.250288487
791.997048,0.65209031,6.24811554
792.9964022,0.652101876,6.242605209
793.9959379,0.652113445,6.245796681
794.9960698,0.65212502,6.243439674
795.9961411,0.652136595,6.23892355
796.9965322,0.652148174,6.231271267
797.9974243,0.652159758,6.229120731
798.997824,0.652171337,6.230710506
799.9976621,0.652182909,6.226459503
800.9966189,0.652194471,6.226238251
801.9971395,0.652206051,6.22065115
802.997807,0.652217633,6.217285633
803.9976451,0.652229205,6.213859558
804.9960317,0.652240761,6.212219715
805.9976842,0.652252354,6.212847233
806.9967101,0.652263917,6.205593109
807.9974813,0.6522755,6.204762936
808.9976218,0.652287075,6.200823307
809.9966736,0.652298639,6.199762821
810.9978077,0.652310226,6.198132038
811.9968422,0.652321789,6.198386669
812.9971037,0.652333366,6.195481777
813.996959,0.652344938,6.195542812
814.9976266,0.65235652,6.19207859
815.996376,0.65236808,6.192085266
816.9963955,0.652379654,6.185018539
817.9975037,0.652391241,6.181975365
818.9966938,0.652402805,6.182041168
819.9970502,0.652414384,6.183107376
820.9962835,0.652425949,6.178039551
821.9966141,0.652437527,6.178966522
822.9971088,0.652449107,6.171598434
823.9960742,0.652460669,6.165737629
824.9977699,0.652472262,6.162488937
825.9969773,0.652483827,6.162125111
826.996271,0.652495393,6.158930302
827.9967744,0.652506973,6.159333706
828.9978653,0.65251856,6.159068584
829.9978848,0.652530134,6.156083107
830.9975328,0.652541704,6.156004429
831.9961699,0.652553262,6.152646542
832.9969584,0.652564846,6.151051045
833.9964336,0.652576414,6.146472931
834.9972912,0.652587998,6.140480518
835.9978205,0.652599578,6.133627892
836.997529,0.652611148,6.133329392
837.996313,0.652622708,6.129804611
838.9974125,0.652634295,6.124115467
839.9966198,0.65264586,6.125967503
840.9964579,0.652657432,6.126468182
841.9976698,0.65266902,6.127342701
842.9976893,0.652680595,6.117988586
843.9960586,0.65269215,6.110963345
844.9973482,0.652703739,6.105879784
845.9967456,0.652715306,6.102817535
846.9964886,0.652726877,6.101343155
847.9971562,0.652738459,6.100670338
848.9970374,0.652750032,6.098878384
849.9968669,0.652761604,6.099732399
850.9973962,0.652773184,6.096848011
851.9961197,0.652784743,6.089667797
852.9974525,0.652796333,6.086956024
853.9974893,0.652807907,6.082843781
854.996904,0.652819475,6.070435047
855.9963792,0.652831043,6.067982674
856.9964333,0.652842617,6.060581684
857.9974464,0.652854203,6.057729244
858.997008,0.652865772,6.058754921
859.9968115,0.652877344,6.054905415
860.9967619,0.652888917,6.050591946
861.9961853,0.652900485,6.04843235
862.9959715,0.652912056,6.042780399
863.9968291,0.65292364,6.040676117
864.9962957,0.652935208,6.035480499
865.9963066,0.652946782,6.036731243
866.9962915,0.652958356,6.033180237
867.9975466,0.652969945,6.032608032
868.99716,0.652981515,6.02846241
869.9962032,0.652993078,6.024209976
870.997752,0.65300467,6.017714977
871.9972531,0.653016238,6.014308453
872.9972381,0.653027812,6.007557869
873.9975859,0.65303939,6.00238657
874.9970093,0.653050957,5.999527454
875.9962858,0.653062523,5.993869782
876.9968928,0.653074104,5.99258852
877.9972493,0.653085682,5.990128994
878.9967677,0.653097251,5.984673977
879.9971674,0.653108829,5.978699684
880.9977398,0.65312041,5.973310947
881.997673,0.653131983,5.970674992
882.9963706,0.653143542,5.967319012
883.9969603,0.653155123,5.958110333
884.9961763,0.653166688,5.953884125
885.9961354,0.653178262,5.94817543
886.9960771,0.653189835,5.941938877
887.9976432,0.653201428,5.934272766
888.9969283,0.653212993,5.92658329
889.997423,0.653224573,5.925086975
890.9967773,0.65323614,5.923927307
891.9962611,0.653247708,5.921041489
892.9975507,0.653259297,5.915929794
893.9966976,0.653270861,5.908557415
894.9958013,0.653282425,5.905289173
895.9964602,0.653294006,5.897963047
896.995633,0.653305571,5.891766071
897.996888,0.65331716,5.887938976
898.9963459,0.653328727,5.881742954
899.9968925,0.653340308,5.882788658
900.9973958,0.653351888,5.876196861
901.9974845,0.653363463,5.870153427
902.9970029,0.653375031,5.863520145
903.996072,0.653386595,5.847430706
904.9963766,0.653398172,5.834369659
905.9963357,0.653409746,5.828259945
906.9968563,0.653421326,5.829434395
907.9961846,0.653432892,5.823848724
908.9964374,0.653444469,5.814207554
909.9963878,0.653456043,5.81170845
910.9974096,0.653467629,5.805425644
911.9965478,0.653479193,5.803164959
912.9965069,0.653490766,5.801921845
913.9960771,0.653502335,5.789382458
914.9965718,0.653513915,5.775052071
915.995831,0.653525481,5.768530369
916.9967664,0.653537066,5.769425392
917.9968291,0.65354864,5.763880253
918.9959933,0.653560205,5.743197441
919.9970237,0.653571791,5.736155987
920.995799,0.653583351,5.727693558
921.997417,0.653594943,5.725779057
922.9964602,0.653606506,5.72056818
923.9967389,0.653618084,5.712039948
924.9964992,0.653629655,5.704832554
925.9971408,0.653641237,5.70101881
926.9963309,0.653652801,5.69012928
927.9955382,0.653664366,5.683973789
928.9957046,0.653675942,5.675003052
929.9965968,0.653687527,5.663093567
930.996167,0.653699096,5.660750389
931.9972925,0.653710683,5.653250694
932.9960592,0.653722243,5.650107861
933.9958454,0.653733814,5.641852379
934.9967635,0.653745399,5.633522511
935.9970422,0.653756976,5.623434067
936.9956016,0.653768534,5.612099171
937.9972541,0.653780127,5.59889698
938.9958998,0.653791685,5.591220379
939.9969648,0.653803272,5.570550919
940.9969584,0.653814846,5.54704237
941.9958461,0.653826407,5.53685236
942.9962544,0.653837986,5.529587746
943.9962739,0.65384956,5.524367333
944.9968378,0.65386114,5.51360178
945.9958118,0.653872703,5.502216339
946.9964966,0.653884285,5.48626709
947.9959546,0.653895852,5.47918272
948.9955248,0.653907422,5.466811657
949.9956566,0.653918997,5.462734222
950.997577,0.653930593,5.458042145
951.996361,0.653942153,5.449734211
952.9958362,0.653953721,5.434551239
953.9956051,0.653965293,5.412862778
954.9953568,0.653976864,5.405276775
955.9958947,0.653988444,5.378863335
956.9965536,0.654000026,5.363026142
957.9960029,0.654011594,5.329595566
958.9965581,0.654023174,5.320371151
959.995463,0.654034736,5.300791264
960.9958022,0.654046314,5.281871796
961.9963315,0.654057894,5.272629261
962.9965498,0.65406947,5.263067246
963.9970618,0.65408105,5.226298332
964.995768,0.65409261,5.223812103
965.9962454,0.654104189,5.210929871
966.9961786,0.654115762,5.185594559
967.9967078,0.654127343,5.178282261
968.9956992,0.654138905,5.141468048
969.9959434,0.654150482,5.103442192
970.9960666,0.654162057,5.09435606
971.9968464,0.654173641,5.071678162
972.9960019,0.654185205,5.040401936
973.9953475,0.654196771,5.031223297
974.9965248,0.654208359,5.03446579
975.995905,0.654219926,5.022564888
976.9965034,0.654231507,4.985489845
977.9959613,0.654243075,4.977102757
978.9960499,0.65425465,4.947917461
979.9967866,0.654266232,4.936203003
980.9966851,0.654277805,4.927581787
981.9962899,0.654289375,4.893595696
982.9970784,0.654300958,4.862751961
983.9963203,0.654312523,4.863724232
984.9954845,0.654324088,4.863990307
985.9965235,0.654335674,4.845759869
986.9952211,0.654347233,4.828377724
987.9962947,0.654358819,4.802180767
988.9965043,0.654370396,4.79505682
989.9959536,0.654381964,4.787994385
990.9951782,0.654393529,4.746819973
991.9952064,0.654405103,4.715947628
992.9954246,0.65441668,4.699237347
993.9954614,0.654428254,4.677010059
994.9959994,0.654439834,4.659096718
995.9958115,0.654451406,4.662488461
996.9952176,0.654462974,4.669163704
997.9953062,0.654474549,4.657728195
998.9961811,0.654486133,4.633690357
999.996935,0.654497716,4.593900204
1000.996523,0.654509285,4.59591341
1001.995661,0.654520849,4.582694531
1002.995775,0.654532424,4.565947533
1003.995,0.65454399,4.543872833
1004.995253,0.654555567,4.53200388
1005.995644,0.654567145,4.523815632
1006.996933,0.654578734,4.515566349
1007.995717,0.654590294,4.49388504
1008.996437,0.654601877,4.463974953
1009.996379,0.65461345,4.442820549
1010.9955,0.654625014,4.435117245
1011.995372,0.654636586,4.423446178
1012.995271,0.654648159,4.413258553
1013.995221,0.654659733,4.414405823
1014.996779,0.654671325,4.415609837
1015.996582,0.654682897,4.396211624
1016.9961,0.654694465,4.380381107
1017.995394,0.654706031,4.376049995
1018.996295,0.654717616,4.367017269
1019.996029,0.654729187,4.353496075
1020.99623,0.654740763,4.358035088
1021.996043,0.654752335,4.338217735
1022.995993,0.654763908,4.3307271
1023.99666,0.65477549,4.330744267
1024.996455,0.654787062,4.313615799
1025.996164,0.654798633,4.312521458
1026.99582,0.654810203,4.302906036
1027.994916,0.654821766,4.296172619
1028.995212,0.654833344,4.288382053
1029.995084,0.654844916,4.279405117
1030.995778,0.654856499,4.270892143
1031.995953,0.654868075,4.268516541
1032.995462,0.654879643,4.252027988
1033.99626,0.654891226,4.232037544
1034.996063,0.654902798,4.221999168
1035.995443,0.654914365,4.207360745
1036.995981,0.654925945,4.210004807
1037.996355,0.654937524,4.196020126
1038.995277,0.654949085,4.197216988
1039.995063,0.654960657,4.187885284
1040.995593,0.654972237,4.185376167
1041.996295,0.654983819,4.180751324
1042.99634,0.654995394,4.174771786
1043.996282,0.655006967,4.160008431
1044.995481,0.655018532,4.150012493
1045.995466,0.655030106,4.150884628
1046.99558,0.655041681,4.150564671
1047.994917,0.655053248,4.136319161
1048.995835,0.655064833,4.128644943
1049.995336,0.655076401,4.134421825
1050.995771,0.65508798,4.127449513
1051.996369,0.655099561,4.117746353
1052.995715,0.655111127,4.11783123
1053.995466,0.655122699,4.118031502
1054.995382,0.655134272,4.105228424
1055.994771,0.655145839,4.104291916
1056.99549,0.655157421,4.096292496
1057.994836,0.655168988,4.102109909
1058.995028,0.655180564,4.093938828
1059.996136,0.655192151,4.092594147
1060.996018,0.655203724,4.08971262
1061.996296,0.655215301,4.084113598
1062.995331,0.655226864,4.077899456
1063.995852,0.655238444,4.083957672
1064.996044,0.65525002,4.07004118
1065.994716,0.655261579,4.067282677
1066.996135,0.655273169,4.069909573
1067.994815,0.655284728,4.0598979
1068.995154,0.655296306,4.057743073
1069.996167,0.655307892,4.056731224
1070.995884,0.655319463,4.048235416
1071.996163,0.65533104,4.046414852
1072.995025,0.655342601,4.038205624
1073.995917,0.655354185,4.035596371
1074.994744,0.655365746,4.039499283
1075.995075,0.655377324,4.036063671
1076.995354,0.655388901,4.031717777
1077.994777,0.655400468,4.023755074
1078.99554,0.655412051,4.020958424
1079.995922,0.65542363,4.021025658
1080.996425,0.65543521,4.010623932
1081.995564,0.655446774,4.00745678
1082.995739,0.65545835,4.005794048
1083.995533,0.655469922,3.996578455
1084.995985,0.655481501,3.992346287
1085.99457,0.655493059,3.984126806
1086.996387,0.655504654,3.984747648
1087.99632,0.655516227,3.986235619
1088.995415,0.655527791,3.988630295
1089.99464,0.655539356,3.984084606
1090.995817,0.655550943,3.984716177
1091.995301,0.655562512,3.982856035
1092.995856,0.655574092,3.967657805
1093.995642,0.655585664,3.965702772
1094.995385,0.655597235,3.962594509
1095.995249,0.655608807,3.96343708
1096.994534,0.655620373,3.958118439
1097.995254,0.655631955,3.9567976
1098.995023,0.655643527,3.947672129
1099.994826,0.655655099,3.943962812
1100.994733,0.655666672,3.939515352
1101.995444,0.655678254,3.942305327
1102.994928,0.655689822,3.932930708
1103.995328,0.655701401,3.932691336
1104.996038,0.655712983,3.940181255
1105.995885,0.655724555,3.933441401
1106.99625,0.655736134,3.931228876
1107.995172,0.655747695,3.930154324
1108.996168,0.655759281,3.929183006
1109.995851,0.655770851,3.929402351
1110.995179,0.655782418,3.922201157
1111.99595,0.655794001,3.92138958
1112.995832,0.655805573,3.925327778
1113.995488,0.655817143,3.916448355
1114.995499,0.655828718,3.913221121
1115.994318,0.655840278,3.91203332
1116.99591,0.65585187,3.904076815
1117.994486,0.655863428,3.90676713
1118.996208,0.655875022,3.905683041
1119.995623,0.655886589,3.903856993
1120.99534,0.65589816,3.892683506
1121.995731,0.655909739,3.892765284
1122.995336,0.655921308,3.893512726
1123.996003,0.65593289,3.895061493
1124.994588,0.655944448,3.89522934
1125.995489,0.655956032,3.890372276
1126.994196,0.655967591,3.886349917
1127.994353,0.655979167,3.885328054
1128.995479,0.655990754,3.880264044
1129.995999,0.656002334,3.874188185
1130.995155,0.656013899,3.876908779
1131.994613,0.656025467,3.876807451
1132.995047,0.656037046,3.873278141
1133.994773,0.656048617,3.865964651
1134.994162,0.656060184,3.863474369
1135.994751,0.656071764,3.866885901
1136.994633,0.656083337,3.863291979
1137.994842,0.656094914,3.859357119
1138.994637,0.656106485,3.856820107
1139.994354,0.656118056,3.854927063
1140.994979,0.656129637,3.856235504
1141.994722,0.656141209,3.851233006
1142.994879,0.656152784,3.84489727
1143.995046,0.65616436,3.844451904
1144.994797,0.656175932,3.837711573
1145.994229,0.656187499,3.838162899
1146.995631,0.656199089,3.839470625
1147.994899,0.656210655,3.838932991
1148.994556,0.656222225,3.833799124
1149.995301,0.656233808,3.833334208
1150.994932,0.656245378,3.835530758
1151.99439,0.656256945,3.832929611
1152.994185,0.656268517,3.828825712
1153.994118,0.65628009,3.824172258
1154.994673,0.656291671,3.821102858
1155.995617,0.656303256,3.824964285
1156.995749,0.656314832,3.823428631
1157.994472,0.656326391,3.820818424
1158.994138,0.656337961,3.820091486
1159.995151,0.656349547,3.816943646
1160.995257,0.656361122,3.81590724
1161.994421,0.656372687,3.812054157
1162.995348,0.656384271,3.813504696
1163.995505,0.656395847,3.807248116
1164.995395,0.65640742,3.806993485
1165.995363,0.656418994,3.805150747
1166.995218,0.656430566,3.803700686
1167.995773,0.656442147,3.803890467
1168.994367,0.656453704,3.804149389
1169.996193,0.6564653,3.798573732
1170.995365,0.656476864,3.802818775
1171.995981,0.656488445,3.801413298
1172.996312,0.656500023,3.799758434
1173.995528,0.656511588,3.800807953
1174.994562,0.656523151,3.795220137
1175.994495,0.656534724,3.794597387
1176.995362,0.656546309,3.790094614
1177.995018,0.656557879,3.788566589
1178.994891,0.656569451,3.785523891
1179.994461,0.65658102,3.784078836
1180.996217,0.656592615,3.781992912
1181.994854,0.656604173,3.777054071
1182.996429,0.656615765,3.775485277
1183.994997,0.656627323,3.771367788
1184.994671,0.656638893,3.772739172
1185.996047,0.656650483,3.774265766
1186.994736,0.656662042,3.773198128
1187.995836,0.656673629,3.7727108
1188.995501,0.656685199,3.770346165
1189.995166,0.656696769,3.770928145
1190.994745,0.656708338,3.770810127
1191.995257,0.656719918,3.770051718
1192.995164,0.656731491,3.764531851
1193.994778,0.656743061,3.764328241
1194.995419,0.656754643,3.764974594
1195.994955,0.656766211,3.76195097
1196.994879,0.656777784,3.759947062
1197.996152,0.656789373,3.756462097
1198.995532,0.65680094,3.755903006
1199.995318,0.656812512,3.750371218
1200.995675,0.65682409,3.752260685
1201.995374,0.656835661,3.755403519
1202.995212,0.656847233,3.75403142
1203.995448,0.65685881,3.746548414
1204.994811,0.656870376,3.75051713
1205.996325,0.656881968,3.749217033
1206.996699,0.656893546,3.745863199
1207.996321,0.656905116,3.746543646
1208.99501,0.656916675,3.746949911
1209.996109,0.656928262,3.741185427
1210.996181,0.656939837,3.7384305
1211.996356,0.656951413,3.739156723
1212.995019,0.656962971,3.737668037
1213.996213,0.656974559,3.736769915
1214.99606,0.656986131,3.738502741
1215.995181,0.656997695,3.739087105
1216.995011,0.657009267,3.739029884
1217.995212,0.657020844,3.739138365
1218.99657,0.657032434,3.739567995
1219.995726,0.657043998,3.738959789
1220.994976,0.657055563,3.739063025
1221.995592,0.657067145,3.738052845
1222.995318,0.657078715,3.738151312
1223.995493,0.657090292,3.737911463
1224.996877,0.657101882,3.737311602
1225.996206,0.657113448,3.737796545
1226.995387,0.657125013,3.738077879
1227.995977,0.657136593,3.737123489
1228.995487,0.657148162,3.737967014
1229.997053,0.657159754,3.737402439
1230.995249,0.657171307,3.738215208
1231.996435,0.657182895,3.738742352
1232.996593,0.657194471,3.738391876
1233.995273,0.65720603,3.738534689
1234.997029,0.657217624,3.748516321
1235.995926,0.657229185,3.735296011
1236.996412,0.657240765,3.726473332
1237.99663,0.657252342,3.700475693
1238.996624,0.657263916,3.673863411
1239.996738,0.657275491,3.657068491
1240.99687,0.657287067,3.592769861
1241.996319,0.657298634,3.54822135
1242.99544,0.657310198,3.598709822
